epoch,loss,clean_acc,time
1,4.107187660758758,15.6,20.113257884979248
2,3.496563000447305,24.69,19.504152059555054
3,3.0486844598179887,34.03,19.553884029388428
4,2.6624302321382802,34.39,19.626230716705322
5,2.416833239748045,44.06,19.51046395301819
6,2.2466405380107557,46.09,19.649423599243164
7,2.136577462601235,50.99,19.512645483016968
8,2.0533431713538404,53.69,19.585097074508667
9,2.003704362208276,52.85,19.55156183242798
10,1.9520411793228305,50.33,19.6166889667511
11,1.896285030847925,51.29,19.661608695983887
12,1.8637014096960083,51.51,19.522806644439697
13,1.827832674736257,54.38,19.552823543548584
14,1.8040891922343418,56.61,19.519312858581543
15,1.7810419343621529,56.36,19.533011436462402
16,1.7524028928078654,53.27,19.703364610671997
17,1.7382215511463488,54.92,19.819459915161133
18,1.707142874407951,55.14,19.617799758911133
19,1.6999677770278032,56.6,19.57790493965149
20,1.6861262190372437,55.77,19.62217378616333
21,1.6762575084900917,56.68,19.783169746398926
22,1.6621144814869326,58.63,19.550678968429565
23,1.6374810943213265,57.6,19.62846851348877
24,1.628197079119475,56.07,19.463814973831177
25,1.6267926330151765,60.42,19.512399911880493
26,1.6087874722907611,59.14,19.397401094436646
27,1.6055760536047503,53.58,19.594066619873047
28,1.5913575113276996,58.2,19.464759826660156
29,1.584185376191688,57.6,19.50009775161743
30,1.5758312638763272,58.33,19.608769178390503
31,1.5657115430783128,59.6,19.6347496509552
32,1.5491461580061852,59.89,19.683226823806763
33,1.5471927125740539,57.3,19.519054651260376
34,1.5394325863065013,57.62,19.469603061676025
35,1.5371724208602515,60.14,19.495514631271362
36,1.5248809562009924,59.59,19.617918491363525
37,1.520947941428865,59.69,19.59351944923401
38,1.5072837967397001,60.69,19.52287483215332
39,1.5084561975410833,61.31,19.614270448684692
40,1.4932976055633076,59.71,19.589458227157593
41,1.4832232922239377,60.76,19.459710121154785
42,1.4752994754430278,60.27,19.490481853485107
43,1.4786388020381294,60.4,19.624463081359863
44,1.47060908716353,59.11,19.67251443862915
45,1.4533687506795234,60.65,19.61849594116211
46,1.4707679117427153,57.82,19.59390115737915
47,1.456689317208117,60.56,19.67666745185852
48,1.4474273240169906,59.86,19.778308868408203
49,1.447006145706567,61.43,19.59939217567444
50,1.4335012185908949,61.22,19.515081644058228
51,1.428756060502718,58.5,19.546215295791626
52,1.4147819551970342,62.49,19.65713143348694
53,1.4164456260173828,59.82,19.507340669631958
54,1.4087021207565542,60.25,19.638115406036377
55,1.401820176092865,61.59,19.427860975265503
56,1.4006942147793977,61.31,19.689044952392578
57,1.3916832943401678,62.86,19.491162061691284
58,1.395170370940967,62.2,19.59458637237549
59,1.3821546863716887,57.63,19.751538038253784
