epoch,loss,loss_ce,loss_js,loss_kd,loss_rkd,clean_acc,time
1,7.487772179381622,5.23853303465392,0.006159462064476041,0.024293901839429307,0.0033788951182299677,1.33,19.06847047805786
2,6.746547751414502,5.110611441190286,0.0051846998223267935,0.02423599519578697,0.00217799999056827,1.53,18.18477964401245
